FECHA;HORA;ESTACION;VIA;DISPOSITIVOT;DISPOSITIVON;DOMINIO;CATEGORIA;TARIFA;BONIFICACION;TIPO_DE_DOCUMENTO;DOCUMENTO_LEGAL;DOCUMENTO_SA;CLIENTE_WEB;CLIENTE_RED;SUB_CUENTA
2026-06-26;190102;0002;11;SI90;90836134;AD933WS;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-16;80541;0002;12;SI90;97134694;AH272KN;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-16;202659;0002;12;SI90;99567025;AE284KH;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-16;203756;0002;12;SI90;99738109;AE454PH;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-16;211453;0002;12;SI90;90836134;AD933WS;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-16;211505;0002;12;SI90;61276153;AH800QR;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-18;85756;0002;12;SI90;97196290;AD255OC;2;2232.74;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-19;151315;0002;12;SI90;94920955;AE908YL;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-19;153221;0002;12;SI90;94797663;AE469PL;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-19;160712;0002;12;SI90;94904121;AD667DM;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-19;213953;0002;12;SI90;93458913;AH251LE;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-20;120401;0002;12;SI90;97134694;AH272KN;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-20;151938;0002;12;SI90;99540243;AF389UV;5;6698.22;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-22;90652;0002;12;SI90;99594918;AA946VU;2;2232.74;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-22;160233;0002;12;SI90;94797663;AE469PL;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-22;173505;0002;12;SI90;90836134;AD933WS;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-22;231358;0002;12;SI90;99561570;AF509QF;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-22;231414;0002;12;SI90;99598699;AF734UP;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-22;234902;0002;12;SI90;94530188;AD736OU;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-22;234930;0002;12;SI90;94904121;AD667DM;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-23;145454;0002;12;SI90;94891934;AE751PA;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-23;214717;0002;12;SI90;94866586;AD328WK;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-24;3427;0002;12;SI90;94959737;AF091AI;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-24;94534;0002;12;SI90;97196290;AD255OC;2;2232.74;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-24;145802;0002;12;SI90;99567025;AE284KH;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-25;72151;0002;12;SI90;93423682;AH033DL;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-25;193504;0002;12;SI90;94797663;AE469PL;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-25;195406;0002;12;SI90;99540243;AF389UV;5;6698.22;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-25;200321;0002;12;SI90;94579785;AD482MT;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-26;63300;0002;12;SI90;94911721;AE831SI;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-26;71237;0002;12;SI90;97371592;AG110LK;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-26;74008;0002;12;SI90;94931038;AE952TH;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-26;165244;0002;12;SI90;94530188;AD736OU;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-26;180006;0002;12;SI90;61276153;AH800QR;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-26;180030;0002;12;SI90;94904121;AD667DM;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-26;193924;0002;12;SI90;94920955;AE908YL;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-27;10216;0002;12;SI90;94891934;AE751PA;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-28;121413;0002;12;SI90;99738109;AE454PH;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-28;133141;0002;12;SI90;92079954;AF993HK;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-29;111507;0002;12;SI90;93458913;AH251LE;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-29;144849;0002;12;SI90;99561570;AF509QF;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-29;145040;0002;12;SI90;99598699;AF734UP;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-30;11102;0002;12;SI90;97371592;AG110LK;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-30;14003;0002;12;SI90;94959737;AF091AI;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-30;64022;0002;12;SI90;94579785;AD482MT;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-30;80935;0002;12;SI90;94911721;AE831SI;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-30;150410;0002;12;SI90;99540243;AF389UV;5;6698.22;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-17;180317;0002;13;SI90;99540243;AF389UV;5;6698.22;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-19;144727;0002;13;SI90;94530188;AD736OU;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-19;152737;0002;13;SI90;94891934;AE751PA;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-20;163123;0002;13;SI90;99567025;AE284KH;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-21;62606;0002;13;SI90;93423682;AH033DL;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-22;173436;0002;13;SI90;61276153;AH800QR;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
2026-06-22;225047;0002;13;SI90;92079954;AF993HK;6;8930.96;0.00;0;30708488891;30708488891;560773;560773;1
