FECHA;HORA;ESTACION;VIA;DISPOSITIVO;PATENTE;CATEGORIA;TARIFA;BONIFICACION;TIPO_DE_DOCUMENTO;DOCUMENTO_LEGAL;DOCUMENTO_SA;CLIENTE__WEB;CLIENTE_RED;SUB_CUENTA
2026-07-17;13:00:46;TIGRE;0002;94685660;AB456CQ;6;3976.59;3976.59;0;30708488891;30708488891;560773;560773;1
2026-07-17;13:02:06;CAMPANA DECALADA;0005;94975930;AD625QA;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-17;13:05:26;CAMINO REAL ASCENDENTE;0001;94685660;AB456CQ;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-17;14:11:00;PILAR;0017;94931038;AE952TH;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-17;14:24:19;CAMPANA;0019;90798189;AD584GR;3;1988.30;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-17;17:08:55;BUEN AYRE ASCENDENTE;0001;94280292;EXT374;6;4771.95;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-18;03:37:47;CAMPANA;0001;97010173;AG916MK;7;4970.74;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-18;04:11:08;CAMPANA;0109;99779063;AG533MF;2;994.15;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-18;05:43:35;CAMPANA;0012;99779063;AG533MF;2;994.15;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-18;07:38:57;CAMPANA;0020;94959936;AF103ZL;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-18;18:11:12;CAMPANA;0109;99779063;AG533MF;2;1192.99;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-18;19:15:12;CAMPANA;0012;99779063;AG533MF;2;994.15;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-18;19:47:41;CAMPANA;0111;99738712;AG309CH;2;1192.99;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-18;21:11:59;CAMPANA;0016;99738712;AG309CH;2;994.15;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-18;23:54:00;CAMPANA;0111;99738712;AG309CH;2;994.15;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-19;03:44:47;CAMPANA;0110;99779063;AG533MF;2;994.15;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-19;05:10:09;CAMPANA;0012;99779063;AG533MF;2;994.15;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-19;13:28:23;CAMPANA;0110;99705864;AG249HS;2;994.15;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-19;14:41:46;CAMPANA;0013;99705864;AG249HS;2;1192.99;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-20;00:05:24;CAMPANA;0001;93415947;AG893YR;7;4970.74;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-20;06:13:34;CAMPANA;0001;94402656;AC295IE;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-20;06:59:50;CAMPANA;0001;92079954;AF993HK;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-20;07:26:56;CAMPANA;0111;94963591;AE908YR;2;1192.99;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-20;10:09:21;CAMPANA;0108;99705864;AG249HS;2;1192.99;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-20;10:10:10;CAMPANA;0001;99565719;AF533SR;7;5964.94;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-20;11:02:14;BUEN AYRE DESCENDENTE;0001;94685660;AB456CQ;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-20;11:14:40;CAMPANA;0020;97373324;AH729QW;7;4970.74;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-20;11:33:58;CAMPANA;0012;94963591;AE908YR;2;994.15;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-20;11:54:46;CAMPANA;0019;97010173;AG916MK;7;4970.74;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-20;12:56:49;CAMPANA DECALADA;0004;91356520;AB456CP;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-20;13:08:29;DEBENEDETTI ASCENDENTE;0002;99705864;AG249HS;2;994.15;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-20;13:53:26;CAMPANA;0012;99705864;AG249HS;2;994.15;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-20;15:35:51;CAMPANA DECALADA;0005;94685660;AB456CQ;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-20;17:13:24;CAMPANA;0018;97076009;AH185KI;7;5964.94;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-21;00:41:28;CAMPANA;0018;98794878;AF231PZ;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-21;04:57:30;RUTA 197 ASCENDENTE;0001;94959936;AF103ZL;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-21;05:14:25;RUTA 202 ASCENDENTE;0001;94402656;AC295IE;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-21;09:57:51;CAMPANA;0001;99594918;AA946VU;2;1192.99;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-21;10:14:17;CAMPANA;0016;99594918;AA946VU;2;1192.99;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-21;11:04:45;CAMPANA DECALADA;0005;94402656;AC295IE;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-21;12:37:13;CAMPANA;0019;96073469;AB151SM;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-21;14:14:00;CAMPANA;0003;97047074;AG939HR;7;4970.74;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-21;16:44:13;RUTA 197 ASCENDENTE;0002;99565719;AF533SR;7;5964.94;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-21;19:59:58;CAMPANA;0001;99739957;AG309CO;7;5964.94;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-21;20:10:07;BUEN AYRE DESCENDENTE;0004;91512491;AD239PP;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-21;20:21:46;CAMPANA DECALADA;0004;91512491;AD239PP;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-21;20:49:57;CAMPANA;0111;99738712;AG309CH;2;994.15;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-21;21:26:20;CAMPANA;0018;97010173;AG916MK;7;4970.74;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-21;22:00:47;RUTA 202 ASCENDENTE;0001;94891934;AE751PA;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-21;23:12:07;CAMPANA;0003;93415947;AG893YR;7;4970.74;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-22;01:39:43;CAMPANA;0002;99837024;AB456CU;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-22;04:54:47;CAMPANA;0001;94524070;AC561DQ;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-22;05:42:53;CAMPANA;0020;97135819;AH351RT;7;4970.74;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-22;08:04:47;CAMPANA DECALADA;0002;91515905;AB633TY;6;4771.95;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-22;09:34:07;CAMPANA;0107;99705864;AG249HS;2;1192.99;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-22;10:16:44;CAMPANA;0001;97164396;AH543IQ;7;5964.94;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-22;10:43:29;CAMPANA;0107;97196290;AD255OC;2;1192.99;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-22;10:59:27;BUEN AYRE DESCENDENTE;0001;94891934;AE751PA;6;4771.95;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-22;11:10:49;CAMPANA;0019;94891934;AE751PA;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-22;11:24:22;CAMPANA;0012;99705864;AG249HS;2;994.15;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-22;11:33:56;RUTA 197 ASCENDENTE;0002;99541571;AF411UY;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-22;14:32:05;CAMPANA DECALADA;0002;99837024;AB456CU;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-22;15:31:57;CAMPANA;0015;97196290;AD255OC;2;994.15;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-22;16:58:49;CAMPANA;0020;99739957;AG309CO;7;5964.94;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-23;03:51:53;CAMPANA;0003;97135819;AH351RT;7;4970.74;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-23;05:37:44;BUEN AYRE ASCENDENTE;0001;98702170;AD625QB;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-23;06:06:09;RUTA 197 ASCENDENTE;0001;94337220;OWG130;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-23;08:42:48;BUEN AYRE DESCENDENTE;0001;94685660;AB456CQ;6;4771.95;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-23;10:51:59;BUEN AYRE ASCENDENTE;0001;94280292;EXT374;6;4771.95;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-23;11:28:08;CAMPANA;0109;99705864;AG249HS;2;994.15;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-23;11:40:36;BUEN AYRE ASCENDENTE;0002;94685660;AB456CQ;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-23;12:41:44;CAMPANA;0003;99541571;AF411UY;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-23;13:22:17;CAMPANA;0002;97373324;AH729QW;7;4970.74;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-23;13:34:53;RUTA 197 ASCENDENTE;0002;94959936;AF103ZL;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-23;14:59:41;CAMPANA;0002;94530188;AD736OU;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-23;15:01:36;CAMPANA;0002;99837024;AB456CU;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-23;15:06:55;CAMPANA;0110;99779063;AG533MF;2;994.15;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-23;15:09:55;CAMPANA;0016;99705864;AG249HS;2;994.15;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-23;15:14:48;CAMPANA;0020;94524070;AC561DQ;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-23;15:34:54;CAMPANA;0108;94963591;AE908YR;2;994.15;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-23;15:36:09;BUEN AYRE ASCENDENTE;0001;91324334;AB247VR;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-23;17:27:40;CAMPANA;0012;99779063;AG533MF;2;1192.99;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-23;17:51:38;CAMPANA;0004;93415947;AG893YR;7;5964.94;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-24;00:01:53;CAMPANA;0012;94963591;AE908YR;2;994.15;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-24;03:20:41;CAMPANA;0001;98794878;AF231PZ;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-24;06:07:32;CAMPANA;0002;94337220;OWG130;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-24;07:25:46;BUEN AYRE ASCENDENTE;0002;94685660;AB456CQ;6;4771.95;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-24;08:08:04;CAMPANA DECALADA;0004;99837024;AB456CU;6;4771.95;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-24;11:41:03;BUEN AYRE ASCENDENTE;0001;94280292;EXT374;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-24;12:10:36;CAMPANA;0001;92079954;AF993HK;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-24;15:46:14;CAMPANA;0109;94963591;AE908YR;2;994.15;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-24;17:57:21;CAMPANA;0111;99779063;AG533MF;2;1192.99;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-24;19:21:07;CAMPANA;0013;99779063;AG533MF;2;1192.99;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-24;20:39:57;CAMPANA;0012;94963591;AE908YR;2;994.15;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-24;22:11:45;CAMPANA;0001;97076009;AH185KI;7;4970.74;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-25;01:51:03;CAMPANA;0001;97373324;AH729QW;7;4970.74;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-25;01:51:52;CAMPANA;0005;93415947;AG893YR;7;4970.74;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-25;10:56:44;CAMPANA;0001;94959936;AF103ZL;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-25;11:29:07;CAMPANA;0002;99739957;AG309CO;7;4970.74;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-25;11:50:49;CAMPANA;0001;93361395;AF136HN;7;4970.74;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-25;13:47:26;CAMPANA;0001;97135819;AH351RT;7;4970.74;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-25;20:53:19;RUTA 197 ASCENDENTE;0001;99738712;AG309CH;2;994.15;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-25;21:21:30;CAMPANA;0016;99738712;AG309CH;2;994.15;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-26;03:50:38;CAMPANA;0111;99779063;AG533MF;2;994.15;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-26;05:21:06;CAMPANA;0013;99779063;AG533MF;2;994.15;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-26;11:58:59;CAMPANA;0002;94911721;AE831SI;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-26;20:02:47;CAMPANA;0110;99779063;AG533MF;2;1192.99;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-26;21:15:55;CAMPANA;0002;97010173;AG916MK;7;4970.74;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-26;21:32:54;CAMPANA;0012;99779063;AG533MF;2;994.15;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-26;23:39:46;CAMPANA;0005;93415947;AG893YR;7;4970.74;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-27;02:23:55;CAMPANA;0001;94959936;AF103ZL;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-27;04:55:52;CAMPANA;0004;98702170;AD625QB;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-27;04:58:08;CAMPANA;0003;97135819;AH351RT;7;4970.74;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-27;05:27:25;CAMPANA;0001;96073469;AB151SM;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-27;05:27:59;CAMPANA;0001;94401977;AC264UA;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-27;05:44:13;CAMPANA;0004;94931038;AE952TH;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-27;08:41:59;CAMINO REAL DESCENDENTE;0001;94685660;AB456CQ;6;4771.95;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-27;10:24:57;CAMPANA;0002;94975930;AD625QA;6;4771.95;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-27;10:59:46;CAMPANA;0003;97047074;AG939HR;7;5964.94;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-27;11:01:32;CAMPANA DECALADA;0002;94685660;AB456CQ;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-27;12:08:11;CAMPANA DECALADA;0005;91356520;AB456CP;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-27;12:11:09;PILAR;0017;94931038;AE952TH;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-27;12:33:30;BUEN AYRE ASCENDENTE;0001;94354820;AB633TZ;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-27;13:19:02;CAMPANA;0018;98702170;AD625QB;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-27;13:24:52;CAMPANA;0002;99739957;AG309CO;7;4970.74;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-27;16:28:10;CAMPANA;0020;97010173;AG916MK;7;5964.94;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-27;18:50:18;CAMPANA;0109;99756221;AF740MG;2;1192.99;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-27;20:53:05;CAMPANA;0014;99756221;AF740MG;2;994.15;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-28;04:04:51;RUTA 197 ASCENDENTE;0001;93361395;AF136HN;7;4970.74;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-28;10:31:26;CAMPANA;0020;94524070;AC561DQ;6;4771.95;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-28;11:45:14;CAMPANA;0001;98794878;AF231PZ;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-28;12:20:02;CAMPANA;0014;99705864;AG249HS;2;994.15;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-28;12:28:17;CAMPANA;0019;99541571;AF411UY;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-28;16:05:11;CAMPANA;0020;97010173;AG916MK;7;5964.94;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-28;17:27:47;CAMPANA;0020;97164396;AH543IQ;7;5964.94;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-28;20:40:20;CAMPANA;0001;99739957;AG309CO;7;4970.74;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-29;01:12:43;CAMPANA;0001;97135819;AH351RT;7;4970.74;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-29;02:44:47;PILAR;0002;99565719;AF533SR;7;4970.74;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-29;05:21:55;CAMPANA;0002;97164396;AH543IQ;7;4970.74;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-29;10:04:05;CAMPANA;0004;97047074;AG939HR;7;5964.94;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-29;11:13:06;CAMPANA;0019;94280292;EXT374;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-29;11:41:16;CAMPANA;0001;99541571;AF411UY;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-29;12:24:25;CAMPANA;0001;97010173;AG916MK;7;4970.74;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-29;14:17:29;CAMPANA;0001;94524070;AC561DQ;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-29;14:28:16;CAMPANA;0107;97196290;AD255OC;2;994.15;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-29;18:14:32;CAMPANA DECALADA;0005;99565719;AF533SR;7;5964.94;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-29;20:05:18;CAMPANA;0002;97373324;AH729QW;7;4970.74;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-30;10:57:50;CAMPANA;0108;99705864;AG249HS;2;1192.99;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-30;11:16:59;CAMPANA;0018;97047074;AG939HR;7;4970.74;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-30;11:19:08;CAMPANA;0020;97164396;AH543IQ;7;4970.74;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-30;14:45:02;CAMPANA;0013;99705864;AG249HS;2;994.15;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-30;16:23:53;CAMPANA;0020;99541571;AF411UY;6;4771.95;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-30;17:00:00;PILAR;0018;97164396;AH543IQ;7;5964.94;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-31;02:48:08;CAMPANA;0002;97164396;AH543IQ;7;4970.74;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-31;04:17:00;RUTA 197 ASCENDENTE;0001;94959936;AF103ZL;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-31;06:04:16;CAMPANA;0002;94337220;OWG130;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-31;06:10:02;CAMPANA;0001;97010413;AE469PH;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-31;06:14:15;CAMPANA;0001;90836182;AD096FX;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-31;10:17:31;CAMPANA;0003;97047074;AG939HR;7;5964.94;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-31;11:13:00;CAMPANA;0109;97196290;AD255OC;2;994.15;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-31;11:43:00;CAMPANA;0016;97196290;AD255OC;2;994.15;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-31;14:09:15;CAMPANA;0002;97135819;AH351RT;7;4970.74;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-31;14:14:02;CAMPANA;0004;93415947;AG893YR;7;4970.74;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-31;14:22:51;RUTA 197 DESCENDENTE;0001;93415947;AG893YR;7;4970.74;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-31;15:16:25;CAMPANA;0109;99779063;AG533MF;2;994.15;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-31;16:12:46;CAMPANA;0001;99541571;AF411UY;6;4771.95;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-31;17:26:05;CAMPANA;0012;99779063;AG533MF;2;1192.99;0.00;0;30708488891;30708488891;560773;560773;1
2026-07-31;22:10:17;CAMPANA;0020;94975930;AD625QA;6;3976.59;0.00;0;30708488891;30708488891;560773;560773;1
